Dependency,AvailNorm,throughNorm,successNorm,reliableNORM,compliantNorm,bestpracNorm,latencyNorm,documentNorm
0.055929,0.60215,0.12326,0.59783,0.71429,0.83582,0.55556,0.00276,0.34375
0.021201,0.96774,0.48140,0.98913,0.71429,1.00000,0.75556,0.00042,0.41667
0.017532,0.98925,0.39070,1.00000,0.71429,0.67164,0.26667,0.00453,0.93750
0.031094,1.00000,0.03023,1.00000,0.71429,1.00000,0.75556,0.00197,0.33333
0.010499,0.81720,0.93721,0.82609,0.80357,0.83582,0.86667,0.00066,0.02083
0.014740,0.81720,0.55581,0.82609,0.71429,0.83582,0.75556,0.00066,0.04167
0.028671,0.77419,0.06279,0.77174,0.71429,0.83582,0.66667,0.00713,0.06250
0.034931,0.96774,0.58372,0.96739,0.71429,1.00000,0.75556,0.00380,0.00000
0.080684,0.89247,0.02791,0.90217,0.71429,1.00000,0.75556,0.02173,0.37500
0.139965,0.84946,0.07674,0.94565,0.71429,0.83582,0.75556,0.01149,0.37500
0.026047,0.84946,0.59535,0.94565,0.71429,0.83582,0.26667,0.02409,0.91667
0.336384,0.81720,0.20698,0.82609,0.89286,0.83582,0.91111,0.00139,0.06250
0.025037,0.69892,0.32326,0.69565,0.89286,0.83582,0.91111,0.00115,0.10417
0.027258,0.88172,0.68372,0.95652,1.00000,0.67164,0.95556,0.00042,0.07292
0.067337,0.84946,0.25116,0.84783,0.71429,0.67164,0.75556,0.01274,0.10417
0.016926,0.61290,0.12326,0.61957,0.71429,0.83582,0.55556,0.01664,0.01042
0.020343,0.76344,0.30930,0.76087,0.71429,0.83582,0.75556,0.00036,0.91667
0.012115,0.89247,0.16744,0.90217,0.71429,0.67164,0.75556,0.00047,0.57292
0.030691,0.81720,0.63953,0.82609,0.80357,0.83582,0.86667,0.00018,0.59375
0.075246,0.98925,0.25116,1.00000,0.71429,0.83582,0.26667,0.03046,0.36458
0.036425,0.86022,0.34884,0.95652,0.71429,1.00000,0.75556,0.00168,0.41667
0.004947,0.69892,0.37209,0.69565,0.71429,0.50746,0.75556,0.00139,0.88542
0.009136,0.98925,0.52558,1.00000,0.71429,0.67164,0.66667,0.00157,0.97917
0.161428,0.84946,0.12326,0.84783,0.71429,0.50746,0.75556,0.00405,1.00000
0.105902,0.90323,0.14651,0.90217,0.71429,0.67164,0.26667,0.07699,0.92708
0.032387,0.98925,0.02326,1.00000,0.71429,1.00000,0.75556,0.00231,0.33333
0.038161,0.76344,0.18140,0.76087,0.71429,0.83582,0.75556,0.01570,0.92708
0.046712,0.83871,0.10698,0.84783,0.35714,0.83582,0.35556,0.01956,0.03125
0.019052,0.89247,0.05116,0.96739,0.48214,0.50746,0.64444,0.00091,0.09375
0.018576,0.88172,0.24651,0.88043,0.71429,0.67164,0.75556,0.00181,0.02083
0.008884,0.92473,0.82558,0.97826,0.44643,0.83582,0.55556,0.00018,0.05208
0.023624,0.94624,0.34419,0.97826,0.71429,1.00000,0.66667,0.00091,0.01042
0.021538,0.92473,0.25814,0.92391,0.83929,0.67164,0.62222,0.00405,0.08333
0.047368,0.89247,0.04651,0.95652,0.71429,1.00000,0.75556,0.00941,0.08333
0.022277,0.90323,0.38372,0.96739,0.71429,1.00000,0.75556,0.00439,0.41667
0.059968,0.88172,0.33023,0.95652,0.71429,0.67164,0.75556,0.01008,0.07292
0.026047,0.81720,0.56977,0.82609,0.89286,0.83582,0.91111,0.00332,0.04167
0.024431,0.69892,0.23953,0.69565,0.60714,0.67164,0.71111,0.00248,0.94792
0.028772,0.93548,0.24186,0.97826,0.71429,0.83582,0.26667,0.00024,0.08333
0.015951,0.86022,0.43023,0.95652,0.48214,0.83582,0.42222,0.00177,0.11458
0.129223,0.81720,0.27907,0.82609,0.71429,1.00000,0.75556,0.12143,0.08333
0.027460,0.90323,0.55814,0.96739,0.71429,0.83582,0.26667,0.02458,0.98958
0.017500,0.86022,0.20465,0.94565,0.71429,0.67164,0.75556,0.00203,0.01042
0.028469,0.52688,0.11860,0.53261,0.80357,0.83582,0.86667,0.00399,0.09375
0.005417,0.12903,0.11628,0.13043,0.48214,0.67164,0.64444,0.00089,0.00000
0.169151,0.52688,0.07674,0.53261,0.71429,0.83582,0.55556,0.02458,0.34375
0.089649,0.81720,0.42791,0.82609,0.80357,0.83582,0.86667,0.00091,0.05208
0.026854,0.86022,0.16512,0.94565,0.71429,0.67164,0.66667,0.00709,0.02083
0.031700,0.52688,0.24186,0.52174,0.80357,0.83582,0.86667,0.01733,0.04167
0.270359,0.98925,0.18837,0.94565,0.89286,0.83582,0.91111,0.20670,0.64583
0.053200,0.83871,0.06512,0.84783,0.35714,0.83582,0.35556,0.02182,0.08333
0.023523,0.92473,0.29302,0.97826,0.71429,1.00000,0.66667,0.00091,0.11458
0.044017,0.86022,0.02558,0.94565,0.60714,1.00000,0.71111,0.00999,0.11458
0.018828,0.77419,0.05349,0.77174,0.71429,0.67164,0.75556,0.02258,0.96875
0.004680,0.92473,0.30233,0.97826,0.60714,1.00000,0.60000,0.00210,0.08333
0.021235,0.41935,0.14186,0.42391,0.71429,0.83582,0.75556,0.00244,0.04167
0.020355,0.60215,0.05581,0.60870,0.71429,0.83582,0.75556,0.00263,0.94792
0.034527,0.91398,0.02326,0.96739,0.71429,1.00000,0.75556,0.00216,0.39583
0.014897,0.83871,0.30465,0.94565,0.71429,0.67164,0.66667,0.00037,0.98958
0.210256,0.82796,0.13256,0.82609,0.69643,0.67164,0.80000,0.02224,0.64583
0.040382,0.96774,0.47907,0.98913,0.71429,1.00000,0.66667,0.00839,0.08333
0.384035,0.98925,0.15814,1.00000,0.71429,0.67164,0.75556,0.00018,0.42708
0.050666,1.00000,0.15814,1.00000,0.60714,0.67164,0.60000,0.00422,0.90625
0.074707,0.83871,0.44186,0.94565,0.44643,0.83582,0.55556,0.00767,0.10417
0.086216,0.64516,0.04884,0.64130,0.83929,0.83582,0.73333,0.00922,0.07292
0.082380,0.88172,0.27907,0.95652,0.89286,0.83582,0.91111,0.00030,0.09375
0.090355,0.76344,0.13488,0.77174,0.60714,0.83582,0.48889,0.01045,0.00000
0.655404,0.91398,0.03488,0.92391,0.71429,0.67164,0.66667,0.00857,0.38542
0.126598,0.81720,0.31395,0.82609,0.89286,0.83582,0.91111,0.01274,0.06250
0.049428,0.92473,0.02791,0.97826,0.71429,1.00000,0.75556,0.00168,0.41667
0.180711,0.64516,0.08837,0.65217,0.71429,0.67164,0.82222,0.00133,0.09375
0.015386,0.47312,0.12558,0.46739,0.71429,0.67164,0.75556,0.00091,0.57292
0.011004,0.84946,0.39767,0.84783,0.71429,0.83582,0.75556,0.00115,0.90625
0.070556,0.21505,0.13721,0.21739,0.48214,0.67164,0.64444,0.00192,0.08333
0.094494,1.00000,0.13953,1.00000,0.71429,0.67164,0.75556,0.00268,0.02083
0.056390,0.84946,0.16512,0.94565,0.00000,0.67164,0.26667,0.00610,0.04167
0.036748,0.86022,0.06279,0.95652,0.71429,0.67164,0.66667,0.00405,0.89583
0.009742,0.76344,0.21163,0.76087,0.71429,0.83582,0.75556,0.00079,0.91667
0.085207,0.97849,0.21860,1.00000,0.71429,0.83582,0.66667,0.00066,0.36458
0.724470,0.61290,0.02791,0.61957,0.71429,0.67164,0.66667,0.00089,0.02083
0.035738,0.84946,0.41163,0.84783,0.83929,0.83582,0.82222,0.00042,0.04167
0.026733,0.89247,0.14651,0.90217,0.71429,0.67164,0.75556,0.00675,0.04167
0.035011,0.89247,0.09767,0.95652,0.71429,1.00000,0.75556,0.00197,0.07292
0.026047,0.81720,0.65116,0.82609,0.89286,0.83582,0.91111,0.00139,0.63542
0.022424,0.48387,0.17907,0.48913,0.60714,0.83582,0.60000,0.02124,0.96875
0.029277,0.91398,0.36279,0.96739,0.60714,0.67164,0.48889,0.01298,0.10417
0.017970,0.93548,0.04186,0.97826,0.48214,1.00000,0.53333,0.00904,0.07292
0.027965,0.95699,0.10698,0.98913,0.48214,1.00000,0.53333,0.01395,0.26042
0.043936,0.97849,0.03721,0.98913,0.60714,1.00000,0.71111,0.01037,0.04167
0.040544,0.98925,0.33023,1.00000,0.71429,1.00000,0.75556,0.00226,0.32292
0.117957,0.83871,0.19070,0.94565,0.71429,0.67164,0.66667,0.00236,0.38542
0.018929,0.94624,0.50233,0.97826,0.71429,0.67164,0.66667,0.00187,0.09375
0.025441,0.95699,0.37442,0.98913,0.71429,0.67164,0.75556,0.00290,0.88542
0.015311,0.97849,0.09302,1.00000,0.71429,1.00000,0.75556,0.01085,0.33333
0.013461,0.96774,0.10698,0.98913,0.71429,1.00000,0.55556,0.00042,0.98958
0.055627,0.15054,0.06977,0.15217,0.16071,1.00000,0.48889,0.00620,0.91667
0.037656,0.69892,0.27442,0.69565,0.71429,0.83582,0.55556,0.00187,0.66667
0.018021,0.90323,0.28140,0.96739,0.71429,0.83582,0.55556,0.00236,0.11458
0.011788,0.59140,0.31628,0.58696,0.71429,0.67164,0.66667,0.01344,0.90625
0.016506,0.84946,0.29535,0.94565,0.60714,0.67164,0.60000,0.00015,0.41667
0.052012,0.93548,0.30000,0.97826,0.71429,1.00000,0.75556,0.00197,0.32292
0.049188,0.83871,0.10930,0.84783,0.35714,0.83582,0.35556,0.02064,0.03125
0.014200,0.60215,0.34884,0.59783,0.71429,1.00000,0.75556,0.00091,0.01042
0.009221,0.92473,0.03953,0.97826,0.60714,0.67164,0.60000,0.00034,0.34375
0.038888,0.87097,0.27442,0.95652,0.71429,1.00000,0.75556,0.00236,0.37500
0.064208,0.63441,0.06047,0.64130,0.83929,0.83582,0.73333,0.01655,0.08333
0.023018,0.91398,0.28140,0.96739,0.71429,1.00000,0.66667,0.00103,0.10417
0.046682,0.92473,0.02558,0.97826,0.60714,1.00000,0.71111,0.01076,0.06250
0.052307,0.51613,0.14884,0.52174,0.60714,0.67164,0.48889,0.01547,0.98958
0.035940,0.89247,0.03488,0.95652,0.71429,1.00000,0.75556,0.00216,0.32292
0.048677,0.55914,0.13953,0.55435,0.48214,0.67164,0.26667,0.00066,0.27083
0.057141,0.90323,0.53953,0.96739,0.71429,0.83582,0.26667,0.05718,0.05208
0.018015,0.91398,0.32558,0.96739,0.71429,0.67164,0.26667,0.00464,0.90625
0.048231,0.83871,0.08605,0.84783,0.35714,0.83582,0.35556,0.02279,0.07292
0.044986,0.87097,0.30930,0.95652,0.60714,1.00000,0.71111,0.01086,0.04167
0.264201,0.76344,0.09070,0.77174,0.71429,0.67164,0.75556,0.00556,0.03125
0.023018,0.83871,0.65814,0.94565,0.89286,0.83582,0.91111,0.00429,0.92708
0.013528,0.86022,0.42791,0.94565,0.71429,0.67164,0.66667,0.00018,1.00000
0.019329,0.84946,0.33023,0.94565,0.71429,0.67164,0.26667,0.00837,0.10417
0.424957,0.87097,0.08372,0.95652,0.71429,1.00000,0.75556,0.43842,0.01042
0.931619,0.62366,0.01860,0.61957,0.71429,1.00000,0.66667,0.06588,0.01042
0.038363,0.91398,0.34651,0.96739,0.71429,1.00000,0.75556,0.00153,0.34375
0.063265,0.90323,0.17209,0.90217,0.71429,0.67164,0.66667,0.01246,0.00000
0.031117,0.86022,0.22093,0.94565,0.60714,0.67164,0.60000,0.00739,0.91667
0.008612,0.58065,0.30698,0.57609,0.60714,1.00000,0.60000,0.00060,0.02083
0.027696,0.87097,0.31628,0.95652,0.71429,0.67164,0.75556,0.00449,0.04167
0.347990,0.96774,0.05349,0.97826,0.60714,0.83582,0.17778,0.00447,0.92708
0.014134,0.81720,0.63953,0.82609,0.89286,0.83582,0.91111,0.00211,0.65625
0.013528,0.91398,0.39535,0.96739,0.71429,1.00000,0.66667,0.00735,0.03125
0.035213,1.00000,0.33953,1.00000,0.71429,1.00000,0.75556,0.00182,0.37500
0.034997,0.92473,0.05116,0.97826,0.60714,0.50746,0.48889,0.01113,0.08333
0.018010,0.89247,0.16512,0.90217,0.71429,0.67164,0.75556,0.00231,0.05208
0.014941,0.81720,0.67209,0.82609,0.89286,0.83582,0.91111,0.00187,0.65625
0.007117,0.88172,0.23256,0.88043,0.80357,0.67164,0.86667,0.00060,0.10417
0.015749,0.81720,0.56977,0.82609,0.71429,1.00000,0.75556,0.00115,0.04167
0.074303,0.83871,0.14884,0.94565,0.71429,0.83582,0.26667,0.00388,0.95833
0.092475,0.81720,0.41628,0.82609,0.69643,0.67164,0.80000,0.05332,0.04167
0.166526,0.52688,0.14186,0.52174,0.80357,0.83582,0.86667,0.00229,0.57292
0.041796,0.76344,0.15814,0.76087,0.71429,0.83582,0.66667,0.01304,0.91667
0.024936,0.84946,0.39767,0.84783,0.71429,0.83582,0.75556,0.00066,0.05208
0.018441,0.93548,0.10233,0.97826,0.71429,1.00000,0.66667,0.00630,0.02083
0.022513,0.86022,0.25581,0.94565,0.60714,0.67164,0.71111,0.00798,0.94792
0.668326,0.81720,0.12791,0.82609,0.89286,0.83582,0.91111,0.00042,0.02083
0.609368,0.52688,0.05349,0.53261,0.89286,0.83582,0.91111,0.00060,0.02083
0.018828,0.76344,0.21628,0.77174,0.71429,0.83582,0.75556,0.00091,0.10417
0.029564,0.91398,0.25349,0.96739,0.48214,0.83582,0.64444,0.00781,0.90625
0.026248,0.83871,0.56977,0.94565,0.71429,1.00000,0.75556,0.00042,0.04167
0.059362,0.86022,0.47209,0.94565,0.71429,1.00000,0.66667,0.01105,0.06250
0.020932,0.60215,0.09535,0.60870,0.48214,0.67164,0.26667,0.00066,0.01042
0.076575,0.66667,0.13721,0.67391,0.60714,0.67164,0.48889,0.03958,0.95833
0.006427,1.00000,0.49535,1.00000,0.71429,1.00000,0.66667,0.00171,0.94792
0.167734,0.93548,0.09070,0.94565,0.00000,0.67164,0.20000,0.01140,0.01042
0.079226,0.13978,0.02093,0.14130,0.16071,0.67164,0.48889,0.03400,0.02083
0.161580,0.76344,0.13023,0.76087,0.71429,0.83582,0.66667,0.01322,0.92708
0.023169,0.87097,0.20000,0.95652,0.71429,1.00000,0.75556,0.01661,0.06250
0.035375,0.89247,0.03488,0.95652,0.71429,1.00000,0.75556,0.00207,0.33333
0.023099,0.49462,0.12791,0.50000,0.71429,0.50746,0.75556,0.02129,0.34375
0.048216,0.83871,0.27907,0.94565,0.71429,1.00000,0.75556,0.00207,0.40625
0.023826,1.00000,0.65116,1.00000,0.60714,0.83582,0.48889,0.00187,0.60417
0.044622,0.91398,0.07209,0.96739,0.71429,1.00000,0.75556,0.00777,0.04167
0.076591,0.41935,0.11628,0.41304,0.89286,0.83582,0.91111,0.00147,0.06250
0.034173,0.86022,0.13953,0.94565,0.48214,0.83582,0.42222,0.02319,0.08333
0.032306,0.88172,0.66279,0.95652,0.48214,0.83582,0.42222,0.00380,0.10417
0.026551,0.87097,0.11395,0.95652,0.48214,0.83582,0.42222,0.00018,0.38542
0.049345,0.58065,0.13953,0.57609,0.60714,0.67164,0.48889,0.01420,0.90625
0.053587,0.90323,0.28837,0.96739,0.71429,1.00000,0.75556,0.00197,0.39583
0.017506,0.92473,0.36744,0.97826,0.60714,1.00000,0.71111,0.00011,0.98958
0.005855,0.81720,0.83721,0.82609,0.80357,0.83582,0.86667,0.00066,0.10417
0.014941,0.52688,0.31860,0.52174,0.89286,0.83582,0.91111,0.00139,0.01042
0.183739,0.60215,0.13721,0.59783,0.71429,0.83582,0.55556,0.02144,0.34375
0.021879,0.27957,0.07209,0.28261,0.60714,0.67164,0.48889,0.00058,0.06250
0.082089,0.93548,0.15116,0.97826,0.48214,0.83582,0.48889,0.05609,0.06250
0.027460,0.88172,0.11628,0.89130,0.71429,0.83582,0.26667,0.02458,0.40625
0.030085,0.92473,0.24186,0.93478,0.71429,0.67164,0.66667,0.01347,0.11458
0.488726,0.95699,0.04419,0.98913,0.71429,0.67164,0.75556,0.00030,0.04167
0.193282,0.24731,0.06279,0.23913,0.60714,0.67164,0.71111,0.02131,0.05208
0.063158,0.91398,0.03023,0.96739,0.60714,1.00000,0.71111,0.00946,0.05208
0.013326,0.93548,0.84884,0.97826,0.83929,1.00000,0.82222,0.00018,0.07292
0.021201,0.95699,0.67907,0.98913,0.71429,1.00000,0.75556,0.00405,0.61458
0.035248,0.88172,0.09070,0.95652,0.89286,0.67164,0.91111,0.00379,0.06250
0.035900,0.90323,0.35581,0.96739,0.71429,0.83582,0.26667,0.00260,0.01042
0.041594,0.92473,0.31628,0.97826,0.44643,1.00000,0.55556,0.00211,0.35417
0.120828,0.26882,0.00465,0.27174,0.00000,0.67164,0.20000,0.08949,0.02083
0.280859,0.98925,0.18140,0.97826,0.71429,1.00000,0.75556,0.30766,0.10417
0.015497,0.01075,0.21163,0.01087,0.60714,0.67164,0.48889,0.00087,0.05208
0.020999,0.89247,0.04186,0.95652,0.60714,0.67164,0.48889,0.00598,0.02083
0.032271,0.73118,0.02326,0.72826,0.71429,0.67164,0.75556,0.00867,0.98958
0.056654,0.90323,0.17674,0.91304,0.60714,1.00000,0.48889,0.01111,0.04167
0.023581,0.84946,0.23256,0.94565,0.60714,1.00000,0.71111,0.00762,0.58333
0.081168,0.84946,0.38140,0.94565,0.44643,1.00000,0.66667,0.00042,0.04167
0.014875,0.97849,0.03488,0.98913,0.71429,0.83582,0.66667,0.01102,0.37500
0.056535,0.94624,0.55116,0.97826,0.71429,1.00000,0.66667,0.00525,0.06250
0.162841,0.96774,0.13023,0.98913,0.44643,0.83582,0.42222,0.02373,0.08333
0.019686,0.69892,0.36744,0.69565,0.80357,0.83582,0.86667,0.00260,0.10417
0.041846,0.67742,0.21395,0.67391,0.71429,0.50746,0.75556,0.00722,0.07292
0.051530,0.52688,0.14884,0.53261,0.60714,0.83582,0.60000,0.01308,0.97917
0.022897,0.13978,0.14884,0.14130,0.48214,0.83582,0.42222,0.00158,0.04167
0.044297,0.83871,0.11628,0.84783,0.35714,0.83582,0.35556,0.01857,0.09375
0.049137,0.93548,0.18837,0.93478,0.71429,0.67164,0.26667,0.02627,0.36458
0.054920,0.95699,0.54419,0.98913,0.71429,1.00000,0.66667,0.00525,0.09375
0.024027,0.97849,0.28837,0.98913,0.71429,1.00000,0.66667,0.00030,0.37500
0.062815,0.64516,0.05116,0.65217,0.71429,0.83582,0.66667,0.01791,0.96875
0.067202,0.63441,0.06512,0.64130,0.83929,0.83582,0.73333,0.01842,0.10417
0.108388,0.04301,0.07907,0.04348,0.60714,0.67164,0.48889,0.00881,0.10417
0.036697,0.65591,0.04419,0.65217,0.48214,0.83582,0.42222,0.01944,0.01042
0.307121,0.96774,0.05814,0.97826,0.60714,0.83582,0.17778,0.00311,0.95833
0.026501,0.52688,0.13023,0.53261,0.60714,0.67164,0.48889,0.00483,0.09375
0.100451,0.69892,0.24651,0.69565,0.71429,0.83582,0.55556,0.00079,0.08333
0.008076,0.46237,0.21163,0.46739,0.80357,0.83582,0.86667,0.00071,0.67708
0.018495,0.88172,0.03953,0.95652,0.48214,1.00000,0.42222,0.00825,0.34375
0.021756,0.52688,0.24651,0.52174,0.71429,0.83582,0.55556,0.00103,0.00000
0.071779,0.41935,0.12791,0.42391,0.71429,0.83582,0.55556,0.00030,0.34375
0.048015,0.91398,0.03488,0.96739,0.60714,1.00000,0.71111,0.01076,0.04167
0.012922,0.92473,0.41395,0.97826,0.71429,0.67164,0.66667,0.00014,0.95833
0.058049,0.69892,0.33721,0.69565,0.80357,0.83582,0.86667,0.03001,0.00000
0.024270,0.49462,0.03256,0.48913,0.30357,0.67164,0.35556,0.00095,0.95833
0.015412,0.90323,0.13023,0.96739,0.71429,1.00000,0.75556,0.01097,0.02083
0.019010,0.89247,0.32326,0.96739,0.48214,1.00000,0.64444,0.00024,0.93750
0.037303,0.76344,0.21163,0.76087,0.71429,0.50746,0.75556,0.01993,0.42708
0.046757,0.83871,0.10698,0.84783,0.35714,0.83582,0.35556,0.02084,0.06250
0.027177,0.92473,0.15116,0.97826,0.71429,0.83582,0.26667,0.00037,0.08333
0.020124,0.60215,0.13953,0.60870,0.80357,0.67164,0.86667,0.00066,0.10417
0.004038,0.97849,0.80233,1.00000,0.71429,1.00000,0.75556,0.00018,0.97917
0.014336,0.91398,0.58140,0.96739,0.71429,0.50746,0.75556,0.00042,0.00000
0.034608,0.93548,0.02326,0.97826,0.71429,1.00000,0.75556,0.00216,0.37500
0.017494,0.92473,0.33721,0.97826,0.60714,1.00000,0.71111,0.00023,0.89583
0.272681,0.76344,0.07907,0.77174,0.71429,0.67164,0.75556,0.00743,0.03125
0.060349,0.31183,0.16279,0.31522,0.71429,0.67164,0.73333,0.00109,0.10417
0.009373,0.63441,0.03488,0.63043,0.71429,0.50746,0.75556,0.00083,0.89583
0.060695,0.98925,0.04884,1.00000,0.44643,1.00000,0.55556,0.00955,0.08333
0.033210,0.49462,0.15349,0.50000,0.60714,0.50746,0.71111,0.02370,0.38542
0.035090,0.88172,0.26512,0.95652,0.60714,1.00000,0.60000,0.00129,0.09375
0.096086,0.98925,0.15581,1.00000,0.60714,1.00000,0.60000,0.00426,0.61458
0.061460,0.80645,0.01860,0.80435,0.35714,0.83582,0.35556,0.02947,0.06250
0.034022,0.70968,0.04186,0.70652,0.48214,0.67164,0.53333,0.00646,0.33333
0.041594,0.60215,0.19070,0.59783,0.71429,0.83582,0.55556,0.00316,0.35417
0.042411,0.88172,0.15116,0.88043,0.60714,1.00000,0.60000,0.01325,0.10417
0.162807,0.87097,0.08837,0.86957,0.60714,0.67164,0.60000,0.11274,0.98958
0.021403,0.81720,0.36744,0.82609,0.71429,0.67164,0.75556,0.00550,0.58333
0.020797,0.88172,0.16047,0.95652,0.71429,0.67164,0.75556,0.00228,0.04167
0.033235,0.90323,0.03256,0.96739,0.71429,1.00000,0.75556,0.00182,0.36458
0.035738,1.00000,0.61860,1.00000,0.71429,0.67164,0.84444,0.00042,0.00000
0.002639,0.21505,0.25814,0.20652,0.60714,0.67164,0.71111,0.00137,0.91667
0.437618,0.63441,0.01395,0.63043,0.71429,0.67164,0.75556,0.49513,0.36458
0.287724,0.81720,0.22791,0.82609,0.89286,0.83582,0.91111,0.00066,0.07292
0.017364,0.98925,0.22558,1.00000,0.71429,1.00000,0.75556,0.00050,0.88542
0.037111,0.83871,0.01628,0.94565,0.71429,1.00000,0.75556,0.00255,0.35417
0.074142,0.86022,0.02558,0.94565,0.60714,1.00000,0.71111,0.01081,0.07292
0.045551,0.88172,0.30698,0.95652,0.60714,1.00000,0.71111,0.01057,0.05208
0.034810,0.97849,0.03023,1.00000,0.71429,1.00000,0.75556,0.00236,0.41667
0.456449,0.97849,0.03488,0.97826,0.71429,0.50746,0.75556,0.17205,0.08333
0.014941,0.86022,0.63488,0.94565,0.44643,0.83582,0.66667,0.00042,0.10417
0.053749,0.47312,0.12791,0.46739,0.89286,0.83582,0.91111,0.00153,0.37500
0.260365,0.84946,0.15581,0.84783,0.71429,0.67164,0.75556,0.00984,0.32292
0.062794,1.00000,0.05349,1.00000,0.60714,0.67164,0.48889,0.00400,0.04167
0.048055,0.69892,0.27209,0.69565,0.89286,0.83582,0.91111,0.00211,0.10417
0.028772,0.69892,0.09302,0.70652,0.48214,1.00000,0.53333,0.00175,0.33333
0.150424,0.82796,0.03256,0.83696,0.71429,0.67164,0.82222,0.00066,0.09375
0.013528,0.89247,0.07674,0.95652,0.83929,0.67164,0.82222,0.00936,0.89583
0.089830,0.93548,0.04651,0.93478,0.60714,0.50746,0.75556,0.00156,0.91667
0.013326,0.83871,0.37209,0.94565,0.71429,0.67164,0.66667,0.00015,0.93750
0.153856,0.98925,0.33256,0.94565,0.44643,0.83582,0.66667,0.17457,0.02083
0.057000,0.83871,0.00698,0.83696,0.35714,0.83582,0.35556,0.03089,0.08333
0.021667,0.52688,0.16977,0.53261,0.48214,0.50746,0.53333,0.02542,0.57292
0.049266,0.89247,0.23488,0.96739,0.60714,0.67164,0.60000,0.00014,0.83333
0.134523,0.91398,0.08140,0.96739,0.71429,1.00000,0.66667,0.06401,0.08333
0.058728,0.93548,0.14419,0.97826,0.60714,1.00000,0.60000,0.00096,0.93750
0.013649,0.47312,0.15349,0.46739,0.89286,0.83582,0.91111,0.00578,0.08333
0.016557,0.94624,0.72558,0.97826,0.71429,1.00000,0.75556,0.00429,0.10417
0.048836,0.84946,0.11163,0.84783,0.35714,0.83582,0.35556,0.02023,0.03125
0.565061,0.96774,0.04419,0.98913,0.71429,0.67164,0.26667,0.00319,0.91667
0.015547,0.81720,0.55814,0.82609,0.71429,0.83582,0.75556,0.00091,0.06250
0.059449,0.83871,0.02326,0.84783,0.35714,0.83582,0.35556,0.02253,0.09375
0.035435,1.00000,0.30000,1.00000,0.80357,0.67164,0.91111,0.00139,0.05208
0.072486,0.69892,0.15349,0.69565,0.60714,0.83582,0.48889,0.00236,0.95833
0.020696,0.83871,0.53721,0.94565,0.89286,0.83582,0.91111,0.00453,0.40625
0.291314,0.62366,0.06279,0.61957,0.71429,0.83582,0.66667,0.01057,0.89583
0.038363,0.90323,0.32791,0.96739,0.44643,1.00000,0.55556,0.00250,0.34375
0.007699,0.13978,0.10000,0.13043,0.48214,0.67164,0.64444,0.00119,0.11458
0.108729,0.84946,0.14651,0.94565,0.60714,1.00000,0.71111,0.00018,0.90625
0.258396,0.87097,0.08605,0.95652,0.83929,1.00000,0.82222,0.07433,0.06250
0.271839,0.90323,0.07209,0.90217,0.71429,0.67164,0.75556,0.01004,0.09375
0.021756,0.97849,0.04651,1.00000,0.71429,0.67164,0.75556,0.00048,0.08333
0.168596,0.81720,0.35581,0.82609,0.80357,0.83582,0.86667,0.00332,0.67708
0.020056,0.41935,0.19767,0.41304,0.71429,0.83582,0.75556,0.00099,0.58333
0.107821,0.81720,0.19302,0.82609,0.60714,0.83582,0.48889,0.00091,0.11458
0.033138,0.39785,0.01860,0.39130,0.60714,0.83582,0.48889,0.02720,0.66667
0.085812,0.98925,0.29302,1.00000,0.71429,0.67164,0.66667,0.00260,0.92708
0.030691,1.00000,0.35581,1.00000,0.71429,1.00000,0.75556,0.00513,0.96875
0.127810,0.92473,0.30465,0.97826,0.83929,1.00000,0.86667,0.00380,0.09375
0.277224,0.81720,0.24419,0.82609,0.89286,0.83582,0.91111,0.00115,0.10417
0.027864,0.84946,0.21628,0.84783,0.71429,0.67164,0.75556,0.00066,0.07292
0.117815,0.95699,0.20000,0.98913,0.71429,1.00000,0.66667,0.09607,0.09375
0.021524,0.97849,0.38605,1.00000,0.71429,0.67164,0.26667,0.00825,0.98958
0.143559,1.00000,0.40000,1.00000,0.83929,0.83582,0.33333,0.00694,0.03125
0.259355,0.76344,0.09302,0.76087,0.71429,0.67164,0.75556,0.00652,0.05208
0.014538,0.89247,0.55814,0.96739,0.71429,0.50746,0.75556,0.00042,0.09375
0.036707,0.88172,0.03023,0.95652,0.71429,1.00000,0.75556,0.00216,0.36458
0.077534,0.60215,0.15349,0.59783,0.60714,0.67164,0.77778,0.01371,0.10417
0.000606,0.69892,0.32326,0.69565,0.71429,0.67164,0.75556,0.00042,0.07292
0.056989,0.88172,0.05814,0.95652,0.71429,1.00000,0.66667,0.02397,0.09375
0.325380,0.72043,0.08605,0.71739,0.89286,0.83582,0.91111,0.06407,0.58333
0.060951,0.84946,0.05581,0.84783,0.35714,0.83582,0.35556,0.02339,0.07292
0.123368,0.91398,0.01163,0.96739,0.71429,0.67164,0.75556,0.00066,0.34375
0.010726,0.66667,0.14884,0.67391,0.71429,0.83582,0.75556,0.00510,0.11458
0.105725,1.00000,0.04884,1.00000,0.80357,0.83582,0.86667,0.01005,0.92708
0.019989,0.88172,0.46977,0.95652,0.48214,0.83582,0.42222,0.01226,0.06250
0.031296,0.97849,0.02791,1.00000,0.71429,1.00000,0.75556,0.00332,0.40625
0.114080,0.89247,0.43256,0.95652,0.71429,1.00000,0.75556,0.00453,0.11458
