Training,TRA,TRT,TRS,TRR,TRC,TRB,TRL,TRD
0.024027,0.97849,0.28837,0.98913,0.71429,1.00000,0.63415,0.00060,0.37500
0.062815,0.64516,0.05116,0.65217,0.71429,0.83582,0.63415,0.03544,0.96875
0.067202,0.63441,0.06512,0.64130,0.83929,0.83582,0.70732,0.03644,0.10417
0.108388,0.04301,0.07907,0.04348,0.60714,0.67164,0.43902,0.01743,0.10417
0.036697,0.65591,0.04419,0.65217,0.48214,0.83582,0.36585,0.03848,0.01042
0.307121,0.96774,0.05814,0.97826,0.60714,0.83582,0.09756,0.00616,0.95833
0.026501,0.52688,0.13023,0.53261,0.60714,0.67164,0.43902,0.00956,0.09375
0.100451,0.69892,0.24651,0.69565,0.71429,0.83582,0.51220,0.00155,0.08333
0.008076,0.46237,0.21163,0.46739,0.80357,0.83582,0.85366,0.00141,0.67708
0.018495,0.88172,0.03953,0.95652,0.48214,1.00000,0.36585,0.01632,0.34375
0.021756,0.52688,0.24651,0.52174,0.71429,0.83582,0.51220,0.00203,0.00000
0.071779,0.41935,0.12791,0.42391,0.71429,0.83582,0.51220,0.00060,0.34375
0.048015,0.91398,0.03488,0.96739,0.60714,1.00000,0.68293,0.02129,0.04167
0.012922,0.92473,0.41395,0.97826,0.71429,0.67164,0.63415,0.00028,0.95833
0.058049,0.69892,0.33721,0.69565,0.80357,0.83582,0.85366,0.05939,0.00000
0.024270,0.49462,0.03256,0.48913,0.30357,0.67164,0.29268,0.00189,0.95833
0.015412,0.90323,0.13023,0.96739,0.71429,1.00000,0.73171,0.02170,0.02083
0.019010,0.89247,0.32326,0.96739,0.48214,1.00000,0.60976,0.00047,0.93750
0.037303,0.76344,0.21163,0.76087,0.71429,0.50746,0.73171,0.03943,0.42708
0.046757,0.83871,0.10698,0.84783,0.35714,0.83582,0.29268,0.04124,0.06250
0.027177,0.92473,0.15116,0.97826,0.71429,0.83582,0.19512,0.00074,0.08333
0.020124,0.60215,0.13953,0.60870,0.80357,0.67164,0.85366,0.00131,0.10417
0.004038,0.97849,0.80233,1.00000,0.71429,1.00000,0.73171,0.00036,0.97917
0.014336,0.91398,0.58140,0.96739,0.71429,0.50746,0.73171,0.00084,0.00000
0.034608,0.93548,0.02326,0.97826,0.71429,1.00000,0.73171,0.00428,0.37500
0.017494,0.92473,0.33721,0.97826,0.60714,1.00000,0.68293,0.00045,0.89583
0.272681,0.76344,0.07907,0.77174,0.71429,0.67164,0.73171,0.01470,0.03125
0.060349,0.31183,0.16279,0.31522,0.71429,0.67164,0.70732,0.00217,0.10417
0.009373,0.63441,0.03488,0.63043,0.71429,0.50746,0.73171,0.00163,0.89583
0.060695,0.98925,0.04884,1.00000,0.44643,1.00000,0.51220,0.01890,0.08333
0.033210,0.49462,0.15349,0.50000,0.60714,0.50746,0.68293,0.04689,0.38542
0.035090,0.88172,0.26512,0.95652,0.60714,1.00000,0.56098,0.00256,0.09375
0.096086,0.98925,0.15581,1.00000,0.60714,1.00000,0.56098,0.00843,0.61458
0.061460,0.80645,0.01860,0.80435,0.35714,0.83582,0.29268,0.05832,0.06250
0.034022,0.70968,0.04186,0.70652,0.48214,0.67164,0.48780,0.01279,0.33333
0.041594,0.60215,0.19070,0.59783,0.71429,0.83582,0.51220,0.00625,0.35417
0.042411,0.88172,0.15116,0.88043,0.60714,1.00000,0.56098,0.02622,0.10417
0.162807,0.87097,0.08837,0.86957,0.60714,0.67164,0.56098,0.22309,0.98958
0.021403,0.81720,0.36744,0.82609,0.71429,0.67164,0.73171,0.01087,0.58333
0.020797,0.88172,0.16047,0.95652,0.71429,0.67164,0.73171,0.00450,0.04167
0.033235,0.90323,0.03256,0.96739,0.71429,1.00000,0.73171,0.00361,0.36458
0.035738,1.00000,0.61860,1.00000,0.71429,0.67164,0.82927,0.00084,0.00000
0.002639,0.21505,0.25814,0.20652,0.60714,0.67164,0.68293,0.00271,0.91667
0.437618,0.63441,0.01395,0.63043,0.71429,0.67164,0.73171,0.97975,0.36458
0.287724,0.81720,0.22791,0.82609,0.89286,0.83582,0.90244,0.00131,0.07292
0.017364,0.98925,0.22558,1.00000,0.71429,1.00000,0.73171,0.00099,0.88542
0.037111,0.83871,0.01628,0.94565,0.71429,1.00000,0.73171,0.00504,0.35417
0.074142,0.86022,0.02558,0.94565,0.60714,1.00000,0.68293,0.02139,0.07292
0.045551,0.88172,0.30698,0.95652,0.60714,1.00000,0.68293,0.02091,0.05208
0.034810,0.97849,0.03023,1.00000,0.71429,1.00000,0.73171,0.00466,0.41667
0.456449,0.97849,0.03488,0.97826,0.71429,0.50746,0.73171,0.34045,0.08333
0.014941,0.86022,0.63488,0.94565,0.44643,0.83582,0.63415,0.00084,0.10417
0.053749,0.47312,0.12791,0.46739,0.89286,0.83582,0.90244,0.00304,0.37500
0.260365,0.84946,0.15581,0.84783,0.71429,0.67164,0.73171,0.01948,0.32292
0.062794,1.00000,0.05349,1.00000,0.60714,0.67164,0.43902,0.00791,0.04167
0.048055,0.69892,0.27209,0.69565,0.89286,0.83582,0.90244,0.00418,0.10417
0.028772,0.69892,0.09302,0.70652,0.48214,1.00000,0.48780,0.00347,0.33333
0.150424,0.82796,0.03256,0.83696,0.71429,0.67164,0.80488,0.00131,0.09375
0.013528,0.89247,0.07674,0.95652,0.83929,0.67164,0.80488,0.01852,0.89583
0.089830,0.93548,0.04651,0.93478,0.60714,0.50746,0.73171,0.00308,0.91667
0.013326,0.83871,0.37209,0.94565,0.71429,0.67164,0.63415,0.00031,0.93750
0.153856,0.98925,0.33256,0.94565,0.44643,0.83582,0.63415,0.34544,0.02083
0.057000,0.83871,0.00698,0.83696,0.35714,0.83582,0.29268,0.06112,0.08333
0.021667,0.52688,0.16977,0.53261,0.48214,0.50746,0.48780,0.05030,0.57292
0.049266,0.89247,0.23488,0.96739,0.60714,0.67164,0.56098,0.00027,0.83333
0.134523,0.91398,0.08140,0.96739,0.71429,1.00000,0.63415,0.12666,0.08333
0.058728,0.93548,0.14419,0.97826,0.60714,1.00000,0.56098,0.00190,0.93750
0.013649,0.47312,0.15349,0.46739,0.89286,0.83582,0.90244,0.01145,0.08333
0.016557,0.94624,0.72558,0.97826,0.71429,1.00000,0.73171,0.00848,0.10417
0.048836,0.84946,0.11163,0.84783,0.35714,0.83582,0.29268,0.04003,0.03125
0.565061,0.96774,0.04419,0.98913,0.71429,0.67164,0.19512,0.00631,0.91667
0.015547,0.81720,0.55814,0.82609,0.71429,0.83582,0.73171,0.00179,0.06250
0.059449,0.83871,0.02326,0.84783,0.35714,0.83582,0.29268,0.04458,0.09375
0.035435,1.00000,0.30000,1.00000,0.80357,0.67164,0.90244,0.00275,0.05208
0.072486,0.69892,0.15349,0.69565,0.60714,0.83582,0.43902,0.00466,0.95833
0.020696,0.83871,0.53721,0.94565,0.89286,0.83582,0.90244,0.00896,0.40625
0.291314,0.62366,0.06279,0.61957,0.71429,0.83582,0.63415,0.02091,0.89583
0.038363,0.90323,0.32791,0.96739,0.44643,1.00000,0.51220,0.00495,0.34375
0.007699,0.13978,0.10000,0.13043,0.48214,0.67164,0.60976,0.00235,0.11458
0.108729,0.84946,0.14651,0.94565,0.60714,1.00000,0.68293,0.00036,0.90625
0.258396,0.87097,0.08605,0.95652,0.83929,1.00000,0.80488,0.14709,0.06250
0.271839,0.90323,0.07209,0.90217,0.71429,0.67164,0.73171,0.01987,0.09375
0.021756,0.97849,0.04651,1.00000,0.71429,0.67164,0.73171,0.00096,0.08333
0.168596,0.81720,0.35581,0.82609,0.80357,0.83582,0.85366,0.00657,0.67708
0.020056,0.41935,0.19767,0.41304,0.71429,0.83582,0.73171,0.00195,0.58333
0.107821,0.81720,0.19302,0.82609,0.60714,0.83582,0.43902,0.00179,0.11458
0.033138,0.39785,0.01860,0.39130,0.60714,0.83582,0.43902,0.05383,0.66667
0.085812,0.98925,0.29302,1.00000,0.71429,0.67164,0.63415,0.00514,0.92708
0.030691,1.00000,0.35581,1.00000,0.71429,1.00000,0.73171,0.01016,0.96875
0.127810,0.92473,0.30465,0.97826,0.83929,1.00000,0.85366,0.00753,0.09375
0.277224,0.81720,0.24419,0.82609,0.89286,0.83582,0.90244,0.00227,0.10417
0.027864,0.84946,0.21628,0.84783,0.71429,0.67164,0.73171,0.00131,0.07292
0.117815,0.95699,0.20000,0.98913,0.71429,1.00000,0.63415,0.19011,0.09375
0.021524,0.97849,0.38605,1.00000,0.71429,0.67164,0.19512,0.01632,0.98958
0.143559,1.00000,0.40000,1.00000,0.83929,0.83582,0.26829,0.01374,0.03125
0.259355,0.76344,0.09302,0.76087,0.71429,0.67164,0.73171,0.01290,0.05208
0.014538,0.89247,0.55814,0.96739,0.71429,0.50746,0.73171,0.00084,0.09375
0.036707,0.88172,0.03023,0.95652,0.71429,1.00000,0.73171,0.00428,0.36458
0.077534,0.60215,0.15349,0.59783,0.60714,0.67164,0.75610,0.02712,0.10417
0.000606,0.69892,0.32326,0.69565,0.71429,0.67164,0.73171,0.00084,0.07292
0.056989,0.88172,0.05814,0.95652,0.71429,1.00000,0.63415,0.04744,0.09375
0.325380,0.72043,0.08605,0.71739,0.89286,0.83582,0.90244,0.12678,0.58333
0.060951,0.84946,0.05581,0.84783,0.35714,0.83582,0.29268,0.04629,0.07292
0.123368,0.91398,0.01163,0.96739,0.71429,0.67164,0.73171,0.00131,0.34375
0.010726,0.66667,0.14884,0.67391,0.71429,0.83582,0.73171,0.01009,0.11458
0.105725,1.00000,0.04884,1.00000,0.80357,0.83582,0.85366,0.01988,0.92708
0.019989,0.88172,0.46977,0.95652,0.48214,0.83582,0.36585,0.02426,0.06250
0.031296,0.97849,0.02791,1.00000,0.71429,1.00000,0.73171,0.00657,0.40625
0.114080,0.89247,0.43256,0.95652,0.71429,1.00000,0.73171,0.00896,0.11458
0.022186,0.91398,0.30930,0.92391,0.71429,0.67164,0.51220,0.00556,0.65625
0.004123,0.63441,0.28837,0.63043,0.60714,1.00000,0.56098,0.00242,0.09375
0.044420,0.93548,0.02558,0.97826,0.60714,1.00000,0.68293,0.01766,0.06250
0.009490,0.94624,0.51860,0.98913,0.30357,0.83582,0.56098,0.00036,0.01042
0.034123,0.94624,0.02558,0.97826,0.71429,1.00000,0.73171,0.00409,0.34375
0.032710,0.95699,0.31163,0.98913,0.71429,1.00000,0.73171,0.01709,0.88542
0.046440,0.97849,0.21860,1.00000,0.83929,0.67164,0.26829,0.00084,0.02083
0.039373,1.00000,0.30000,1.00000,0.71429,1.00000,0.73171,0.02450,0.35417
0.059564,0.96774,0.23953,0.98913,0.83929,1.00000,0.78049,0.00098,0.04167
0.144568,0.69892,0.17674,0.69565,0.71429,0.67164,0.73171,0.00060,0.68750
0.046359,0.87097,0.04186,0.95652,0.60714,1.00000,0.68293,0.02053,0.05208
0.010277,0.64516,0.33953,0.64130,0.71429,0.50746,0.63415,0.01795,0.90625
0.094494,0.88172,0.17907,0.95652,0.89286,0.83582,0.90244,0.01550,0.61458
0.012452,0.90323,0.43023,0.96739,0.60714,0.67164,0.56098,0.00020,0.94792
0.036243,0.97849,0.09070,1.00000,0.60714,1.00000,0.56098,0.00824,0.17708
0.670245,0.90323,0.03256,0.96739,0.48214,0.67164,0.60976,0.00900,0.93750
0.118185,0.73118,0.14419,0.73913,0.35714,0.83582,0.29268,0.00323,0.63542
0.014437,0.84946,0.38140,0.84783,0.83929,0.83582,0.80488,0.00108,0.91667
0.016692,0.93548,0.27209,0.97826,0.71429,0.67164,0.63415,0.00084,0.05208
0.045511,0.95699,0.07209,0.98913,0.71429,1.00000,0.73171,0.02311,0.04167
0.008278,0.91398,0.85581,0.96739,0.71429,1.00000,0.73171,0.00036,0.91667
0.141237,0.84946,0.21163,0.84783,0.71429,0.67164,0.73171,0.00084,0.05208
0.055271,0.84946,0.08140,0.84783,0.35714,0.83582,0.29268,0.04470,0.01042
0.051487,0.84946,0.08605,0.85870,0.35714,0.83582,0.29268,0.04290,0.09375
0.224182,0.21505,0.07209,0.21739,0.48214,0.67164,0.60976,0.00079,0.00000
0.039877,0.88172,0.54884,0.95652,0.80357,0.83582,0.85366,0.05054,0.08333
0.043169,1.00000,0.03023,1.00000,0.30357,1.00000,0.43902,0.02015,0.11458
0.032053,0.84946,0.30698,0.94565,0.60714,0.67164,0.68293,0.00042,0.38542
0.035536,0.83871,0.03953,0.94565,0.71429,1.00000,0.73171,0.00380,0.40625
0.240208,0.60215,0.04186,0.60870,0.89286,0.83582,0.90244,0.41522,0.41667
0.046642,0.87097,0.25116,0.86957,0.60714,0.67164,0.43902,0.00514,0.01042
0.005058,0.69892,0.23488,0.70652,0.60714,1.00000,0.56098,0.00277,0.07292
0.009086,0.81720,0.89767,0.82609,0.83929,0.83582,0.07317,0.00084,0.02083
0.063703,0.84946,0.10233,0.84783,0.71429,0.83582,0.73171,0.12773,0.65625
0.085913,0.76344,0.06047,0.77174,0.71429,0.50746,0.73171,0.08472,0.67708
0.069094,0.95699,0.02326,0.98913,0.60714,1.00000,0.68293,0.02110,0.09375
0.011644,0.97849,0.10698,0.98913,0.71429,1.00000,0.73171,0.00769,0.07292
0.019787,0.96774,0.17209,0.98913,0.71429,0.67164,0.73171,0.00418,0.09375
0.060573,0.92473,0.10698,0.97826,0.60714,0.67164,0.43902,0.01279,0.00000
0.039332,0.93548,0.35349,0.97826,0.71429,1.00000,0.73171,0.00265,0.32292
0.050722,0.92473,0.17674,0.97826,0.60714,0.67164,0.68293,0.00753,0.94792
0.035940,0.97849,0.03488,1.00000,0.71429,0.67164,0.73171,0.00131,0.08333
0.013023,0.89247,0.03023,0.96739,0.44643,1.00000,0.51220,0.00382,0.03125
0.044582,0.91398,0.02326,0.96739,0.71429,1.00000,0.73171,0.00380,0.38542
0.022210,0.81720,0.30465,0.82609,0.83929,1.00000,0.70732,0.00084,0.02083
0.102167,0.94624,0.21395,0.98913,0.71429,1.00000,0.73171,0.00342,0.42708
0.024835,0.81720,0.59535,0.82609,0.80357,0.83582,0.85366,0.00131,0.06250
0.075111,0.82796,0.02093,0.83696,0.35714,0.83582,0.29268,0.07970,0.01042
0.033921,0.81720,0.49070,0.82609,0.89286,0.83582,0.90244,0.00179,0.36458
0.012922,0.83871,0.37209,0.94565,0.71429,0.83582,0.51220,0.00753,0.65625
0.088169,0.60215,0.18140,0.59783,0.60714,0.67164,0.43902,0.00339,0.03125
0.059463,0.87097,0.10465,0.95652,0.71429,0.67164,0.73171,0.01398,0.98958
0.014249,0.88172,0.04884,0.95652,0.71429,1.00000,0.63415,0.00261,0.01042
0.002132,0.59140,0.17209,0.59783,0.60714,0.83582,0.43902,0.00075,0.38542
0.032952,1.00000,0.02326,1.00000,0.71429,1.00000,0.73171,0.00485,0.40625
0.135079,0.84946,0.07209,0.94565,0.71429,0.67164,0.73171,0.00729,0.31250
0.030624,0.65591,0.01163,0.65217,0.60714,0.83582,0.43902,0.02856,0.81250
0.071275,0.69892,0.37442,0.69565,0.80357,0.83582,0.85366,0.05676,0.10417
0.038924,0.09677,0.26744,0.09783,0.69643,0.67164,0.78049,0.00141,0.59375
0.025037,0.81720,0.59302,0.82609,0.80357,0.83582,0.85366,0.00179,0.04167
0.064545,0.63441,0.06744,0.63043,0.83929,0.83582,0.70732,0.02832,0.06250
0.058346,0.05376,0.07907,0.05435,0.60714,0.67164,0.43902,0.01194,0.40625
0.056697,0.89247,0.02791,0.96739,0.60714,1.00000,0.68293,0.02196,0.08333
0.032760,0.91398,0.18837,0.96739,0.83929,1.00000,0.80488,0.00944,0.92708
0.053708,0.82796,0.07209,0.82609,0.60714,0.67164,0.56098,0.00131,0.89583
0.072688,0.52688,0.12558,0.52174,0.60714,0.67164,0.75610,0.02378,0.03125
0.020024,0.88172,0.19302,0.95652,0.71429,0.34328,0.51220,0.00522,0.06250
0.017768,0.90323,0.74884,0.96739,0.44643,0.83582,0.63415,0.00275,0.08333
0.058958,0.91398,0.59302,0.96739,0.71429,1.00000,0.73171,0.07349,0.05208
0.020863,0.60215,0.46047,0.59783,0.89286,0.83582,0.90244,0.00084,0.07292
0.083945,0.87097,0.10233,0.95652,0.60714,1.00000,0.43902,0.06787,0.90625
0.005452,0.81720,0.57209,0.82609,0.80357,0.83582,0.85366,0.00131,0.00000
0.006990,0.10753,0.12093,0.09783,0.48214,0.67164,0.60976,0.00251,0.06250
0.042666,0.05376,0.16744,0.04348,0.35714,0.67164,0.41463,0.00440,0.67708
0.383496,0.74194,0.05116,0.73913,0.71429,0.67164,0.82927,0.77767,0.03125
0.025441,0.81720,0.52791,0.82609,0.80357,0.83582,0.85366,0.00227,0.00000
0.057747,0.89247,0.54419,0.96739,0.71429,1.00000,0.63415,0.01087,0.02083
0.018309,0.55914,0.19535,0.56522,0.83929,0.67164,0.70732,0.00151,0.92708
0.050082,0.84946,0.07209,0.84783,0.35714,0.83582,0.29268,0.04379,0.03125
0.029392,0.38710,0.12093,0.38043,0.89286,0.83582,0.90244,0.00432,0.08333
0.019123,0.62366,0.04651,0.61957,0.71429,0.83582,0.63415,0.00053,0.93750
0.025845,0.88172,0.31395,0.95652,0.83929,0.67164,0.80488,0.00084,0.64583
0.033638,0.96774,0.07442,0.98913,0.44643,1.00000,0.51220,0.00313,0.32292
0.067509,0.86022,0.03023,0.86957,0.35714,0.83582,0.29268,0.06039,0.08333
0.034163,0.86022,0.08372,0.95652,0.71429,1.00000,0.73171,0.00284,0.34375
0.019854,0.84946,0.23256,0.94565,0.71429,0.67164,0.73171,0.00370,0.05208
0.021766,0.90323,0.43488,0.96739,0.71429,0.67164,0.19512,0.01288,0.90625
0.016052,0.52688,0.16047,0.53261,0.71429,1.00000,0.63415,0.00072,0.61458
0.004814,0.67742,0.24186,0.68478,0.60714,1.00000,0.56098,0.00272,0.04167
0.051285,0.98925,0.02326,1.00000,0.44643,1.00000,0.51220,0.00456,0.39583
0.023018,0.92473,0.08372,0.97826,0.71429,0.83582,0.19512,0.01494,0.11458
0.053795,0.83871,0.03953,0.84783,0.35714,0.83582,0.29268,0.05567,0.03125
0.052699,0.98925,0.23721,1.00000,0.89286,0.83582,0.90244,0.00944,0.07292
0.217105,0.76344,0.06279,0.77174,0.71429,0.67164,0.73171,0.03585,0.16667
0.043492,0.94624,0.03953,0.97826,0.44643,1.00000,0.51220,0.00351,0.34375
0.256225,0.70968,0.02558,0.71739,0.71429,0.83582,0.51220,0.12391,0.11458
0.054314,0.89247,0.29070,0.95652,0.71429,1.00000,0.73171,0.00323,0.35417
0.013253,0.81720,0.30698,0.82609,0.80357,0.83582,0.85366,0.02299,0.02083
0.023311,0.95699,0.30465,0.98913,0.60714,0.67164,0.56098,0.00279,0.07292
0.025885,0.90323,0.03023,0.90217,0.71429,1.00000,0.63415,0.00542,0.63542
0.005668,0.87097,0.38605,0.95652,0.60714,1.00000,0.56098,0.00049,0.02083
0.037370,0.55914,0.17442,0.55435,0.71429,0.67164,0.63415,0.02873,0.27083
0.097624,0.91398,0.14884,0.96739,0.60714,1.00000,0.43902,0.00908,0.63542
0.020405,1.00000,0.25349,1.00000,0.48214,0.67164,0.36585,0.00087,0.85417
0.045812,0.86022,0.16047,0.86957,0.60714,1.00000,0.56098,0.03359,0.03125
0.026349,0.51613,0.14419,0.52174,0.60714,0.83582,0.43902,0.01263,0.09375
0.029816,0.97849,0.05814,1.00000,0.48214,0.67164,0.60976,0.01518,0.27083
0.012317,0.93548,0.01395,0.97826,0.71429,0.67164,0.63415,0.00131,0.98958
0.017903,0.91398,0.16512,0.96739,0.71429,0.67164,0.73171,0.00848,0.08333
0.008531,0.98925,0.48140,1.00000,0.71429,0.67164,0.63415,0.01207,0.94792
0.018273,0.97849,0.28605,1.00000,0.71429,0.83582,0.51220,0.00514,0.08333
0.003231,0.96774,0.26744,0.98913,0.71429,0.67164,0.73171,0.00084,0.38542
0.015008,0.94624,0.25349,0.98913,0.60714,0.67164,0.56098,0.01508,0.98958
0.116705,0.96774,0.03023,0.98913,0.83929,0.67164,0.26829,0.02593,0.33333
0.050932,0.91398,0.26279,0.92391,0.71429,1.00000,0.63415,0.00209,0.61458
0.027258,0.97849,0.13953,0.98913,0.71429,0.67164,0.73171,0.00036,0.37500
0.025845,1.00000,0.54186,1.00000,0.71429,1.00000,0.63415,0.00084,0.03125
0.060941,0.83871,0.00698,0.83696,0.35714,0.83582,0.29268,0.06712,0.02083
0.034648,0.64516,0.09070,0.64130,0.71429,0.83582,0.51220,0.02669,0.03125
0.068179,0.60215,0.14419,0.59783,0.71429,0.83582,0.19512,0.00737,0.93750
0.027393,0.86022,0.15581,0.94565,0.71429,0.67164,0.73171,0.00657,0.07292
0.058037,0.25806,0.11163,0.26087,0.48214,0.67164,0.70732,0.05912,0.10417
0.016102,0.52688,0.11163,0.53261,0.71429,0.83582,0.63415,0.00084,0.37500
0.078079,0.64516,0.10930,0.64130,0.83929,0.50746,0.80488,0.01728,0.09375
0.022614,0.93548,0.38605,0.97826,0.71429,0.67164,0.73171,0.01709,0.42708
0.055661,0.60215,0.19767,0.59783,0.89286,0.83582,0.90244,0.01916,0.11458
0.042250,0.87097,0.14419,0.95652,0.71429,1.00000,0.63415,0.00801,0.59375
0.016759,0.96774,0.27442,0.98913,0.71429,0.67164,0.73171,0.02712,0.41667
0.029479,0.88172,0.13256,0.95652,0.71429,0.67164,0.73171,0.00131,0.01042
0.033921,0.68817,0.30233,0.69565,0.89286,0.83582,0.90244,0.00514,0.03125
0.032015,1.00000,0.26744,1.00000,0.71429,0.67164,0.63415,0.01220,0.97917
0.045505,0.29032,0.13488,0.29348,0.60714,0.83582,0.43902,0.01684,0.08333
0.016355,0.95699,0.18372,0.98913,0.71429,0.67164,0.63415,0.00131,0.10417
0.035375,0.94624,0.03488,0.97826,0.71429,1.00000,0.73171,0.00600,0.32292
0.012519,0.81720,0.39535,0.82609,0.71429,0.67164,0.63415,0.00179,0.04167
0.058756,0.83871,0.27674,0.94565,0.44643,1.00000,0.51220,0.00447,0.33333
0.030135,0.86022,0.09302,0.95652,0.71429,1.00000,0.63415,0.00693,0.58333
0.027056,0.84946,0.38140,0.94565,0.71429,1.00000,0.63415,0.00084,0.07292
0.031094,0.91398,0.21628,0.96739,0.71429,1.00000,0.73171,0.02024,0.00000
0.021302,0.93548,0.15581,0.97826,0.71429,0.67164,0.73171,0.00585,0.02083
0.049388,0.94624,0.32093,0.98913,0.71429,1.00000,0.73171,0.00323,0.35417
0.243325,0.61290,0.07442,0.60870,0.71429,0.83582,0.63415,0.01358,0.89583
0.010621,0.87097,0.43256,0.95652,0.60714,0.67164,0.09756,0.01518,0.03125
0.014471,0.86022,0.10930,0.94565,0.71429,1.00000,0.73171,0.01175,0.11458
0.094898,0.88172,0.04884,0.95652,0.71429,1.00000,0.73171,0.02034,0.04167
0.075682,0.63441,0.06047,0.63043,0.83929,0.83582,0.70732,0.03740,0.01042
0.027359,0.69892,0.32326,0.69565,0.89286,0.83582,0.90244,0.00323,0.10417
0.057016,0.05376,0.08140,0.05435,0.60714,0.67164,0.43902,0.01473,0.34375
0.006528,0.90323,0.03721,0.96739,0.83929,0.67164,0.80488,0.00084,0.67708
0.035738,0.92473,0.02791,0.97826,0.44643,1.00000,0.51220,0.00399,0.41667
0.003786,0.76344,0.23953,0.76087,0.71429,0.83582,0.73171,0.00155,0.89583
0.134675,0.81720,0.35814,0.82609,1.00000,1.00000,0.95122,0.00370,0.66667
0.018576,0.06452,0.20465,0.06522,0.00000,0.67164,0.12195,0.00389,0.97917
0.042119,0.98925,0.03488,1.00000,0.30357,1.00000,0.43902,0.01938,0.05208
0.113474,0.91398,0.08140,0.96739,0.60714,0.83582,0.43902,0.00450,0.09375
0.008480,0.81720,0.52558,0.82609,0.30357,0.83582,0.63415,0.00179,0.06250
0.558196,0.95699,0.04419,0.98913,0.71429,0.67164,0.51220,0.00413,0.94792
0.094868,0.15054,0.14419,0.14130,0.48214,0.67164,0.48780,0.00284,0.60417
0.125690,0.96774,0.10698,0.98913,0.71429,1.00000,0.80488,0.00084,0.05208
0.318549,0.60215,0.08372,0.60870,0.71429,0.83582,0.51220,0.00227,0.58333
0.086418,0.81720,0.20930,0.82609,0.89286,0.83582,0.95122,0.02999,0.09375
0.033154,0.96774,0.02558,0.98913,0.71429,1.00000,0.73171,0.00390,0.32292
0.037354,0.89247,0.23488,0.96739,0.71429,1.00000,0.73171,0.01119,0.11458
0.036627,0.91398,0.03721,0.96739,0.71429,1.00000,0.73171,0.00313,0.42708
0.025643,0.68817,0.25814,0.69565,0.89286,0.83582,0.90244,0.01135,0.59375
0.027682,0.51613,0.23488,0.51087,0.60714,0.83582,0.56098,0.01328,0.36458
0.044259,0.97849,0.03023,1.00000,0.71429,1.00000,0.73171,0.01881,0.09375
0.014437,1.00000,0.02326,1.00000,0.71429,0.67164,0.63415,0.00060,0.89583
0.049064,0.77419,0.05116,0.77174,0.83929,0.67164,0.80488,0.00084,0.91667
0.016557,0.84946,0.41860,0.84783,0.71429,0.83582,0.73171,0.00203,0.11458
0.012123,0.93548,0.27442,0.97826,0.60714,0.67164,0.56098,0.01858,0.59375
0.715937,0.98925,0.04419,0.98913,0.83929,0.67164,0.70732,0.01498,0.97917
0.041022,0.90323,0.05581,0.91304,0.60714,0.83582,0.43902,0.02219,0.90625
0.026450,0.20430,0.17674,0.19565,0.35714,1.00000,0.29268,0.00753,0.33333
0.016724,0.72043,0.06279,0.71739,0.71429,0.67164,0.63415,0.01677,0.89583
0.054355,0.94624,0.22558,0.98913,0.71429,0.67164,0.63415,0.01001,0.92708
0.009742,0.96774,0.44651,0.98913,0.71429,0.83582,0.19512,0.01338,0.94792
0.059586,0.25806,0.10233,0.25000,0.48214,0.67164,0.70732,0.05660,0.08333
0.005654,0.84946,0.41628,0.84783,0.71429,0.83582,0.73171,0.00203,0.93750
0.030691,0.81720,0.51395,0.82609,0.71429,1.00000,0.73171,0.00323,0.07292
0.047146,0.40860,0.03488,0.40217,0.44643,0.67164,0.36585,0.00123,0.04167
0.804879,0.09677,0.01163,0.09783,0.48214,0.83582,0.60976,0.15056,0.38542
0.612700,0.89247,0.03023,0.96739,0.83929,0.67164,0.80488,0.00932,0.38542
0.015446,0.69892,0.39767,0.69565,0.30357,0.67164,0.56098,0.00108,0.04167
0.014740,0.81720,0.48140,0.82609,0.44643,0.67164,0.73171,0.00275,0.06250
0.025176,0.86022,0.28605,0.94565,0.48214,1.00000,0.48780,0.00694,0.96875
0.012383,0.98925,0.12558,1.00000,0.71429,1.00000,0.63415,0.02218,0.68750
0.068852,0.81720,0.41163,0.82609,0.89286,0.83582,0.90244,0.00705,0.60417
0.148859,0.52688,0.11860,0.52174,0.83929,1.00000,0.58537,0.00311,0.93750
0.034486,0.84946,0.03488,0.94565,0.44643,1.00000,0.51220,0.00428,0.35417
0.005603,0.84946,0.17907,0.84783,0.60714,1.00000,0.56098,0.00368,0.10417
0.014471,0.87097,0.11860,0.86957,0.71429,0.83582,0.51220,0.00928,0.08333
0.025146,0.89247,0.22093,0.95652,0.60714,0.83582,0.09756,0.01400,0.91667
0.088235,0.88172,0.26512,0.95652,0.44643,0.83582,0.36585,0.09356,0.07292
0.070366,0.52688,0.05349,0.53261,0.30357,0.67164,0.56098,0.03358,0.09375
0.014336,0.81720,0.54186,0.82609,0.83929,1.00000,0.80488,0.00131,0.06250
0.014336,0.81720,0.65349,0.82609,0.89286,0.83582,0.90244,0.00370,0.65625
0.041089,0.69892,0.19767,0.69565,0.80357,0.83582,0.85366,0.05580,0.09375
0.075464,0.76344,0.19302,0.77174,0.71429,0.83582,0.73171,0.00167,0.08333
0.016383,0.56989,0.20698,0.56522,0.71429,0.83582,0.63415,0.00151,0.88542
0.023624,0.81720,0.54419,0.82609,0.89286,0.83582,0.90244,0.00227,0.08333
